import time: self [us] | cumulative | imported package
import time:       833 |      20186 |           asyncio.base_events
import time:       702 |        702 |           asyncio.runners
import time:       276 |        276 |           asyncio.queues
import time:       927 |        927 |           asyncio.streams
import time:       170 |        170 |           asyncio.subprocess
import time:       128 |        128 |           asyncio.taskgroups
import time:       171 |        171 |           asyncio.threads
import time:       355 |        355 |             asyncio.base_subprocess
import time:       592 |        592 |             asyncio.selector_events
import time:      1065 |       2011 |           asyncio.unix_events
import time:       284 |      24851 |         asyncio
import time:        61 |         61 |             _winapi
import time:        45 |         45 |             winreg
import time:       534 |        639 |           mimetypes
import time:       631 |        631 |           socketserver
import time:       502 |        502 |           tempfile
import time:      6925 |       8695 |         shiny._utils
import time:      1755 |       1755 |             _queue
import time:       310 |       2064 |           queue
import time:       278 |       2342 |         shiny._datastructures
import time:       350 |        350 |         shiny._docstring
